#group,false,false,true,true,false,false,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,string,string,string,string
#default,mean,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,flight_id,status
,5098,5098,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-09T12:43:20Z,25,catering,operation_data,IB5108,on-time
,5099,5099,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-08T21:38:20Z,25,boarding,operation_data,IB5108,on-time
,5100,5100,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-08T00:50:20Z,35,disembark,operation_data,IB7690,on-time
,5101,5101,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-08T02:36:20Z,44,cleaning,operation_data,IB7690,on-time
,5102,5102,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-08T06:48:20Z,10,fueling,operation_data,IB7690,on-time
,5103,5103,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-07T15:18:20Z,41,baggage,operation_data,IB7690,on-time
,5104,5104,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-08T04:42:20Z,12,catering,operation_data,IB7690,delayed
,5105,5105,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-08T11:43:20Z,7,boarding,operation_data,IB7690,delayed
,5106,5106,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-07T23:09:20Z,13,disembark,operation_data,IB7894,delayed
,5107,5107,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-07T18:37:20Z,15,cleaning,operation_data,IB7894,on-time
,5108,5108,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-08T10:11:20Z,9,fueling,operation_data,IB7894,on-time
,5109,5109,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-07T15:25:20Z,37,baggage,operation_data,IB7894,delayed
,5110,5110,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-07T19:58:20Z,35,catering,operation_data,IB7894,on-time
,5111,5111,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-08T08:33:20Z,32,boarding,operation_data,IB7894,on-time
,5112,5112,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-08T10:08:20Z,14,disembark,operation_data,IB2181,delayed
,5113,5113,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-07T17:03:20Z,9,cleaning,operation_data,IB2181,on-time
,5114,5114,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-08T07:03:20Z,40,fueling,operation_data,IB2181,delayed
,5115,5115,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-07T18:34:20Z,41,baggage,operation_data,IB2181,on-time
,5116,5116,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-07T23:21:20Z,9,catering,operation_data,IB2181,delayed
,5117,5117,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-08T12:36:20Z,16,boarding,operation_data,IB2181,delayed
,5118,5118,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-08T04:07:20Z,43,disembark,operation_data,IB4399,on-time
,5119,5119,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-08T06:42:20Z,41,cleaning,operation_data,IB4399,on-time
,5120,5120,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-07T17:08:20Z,7,fueling,operation_data,IB4399,delayed
,5121,5121,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-08T04:42:20Z,50,baggage,operation_data,IB4399,on-time
,5122,5122,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-07T21:30:20Z,31,catering,operation_data,IB4399,on-time
,5123,5123,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-08T04:08:20Z,36,boarding,operation_data,IB4399,delayed
,5124,5124,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-07T21:40:20Z,26,disembark,operation_data,IB1703,on-time
,5125,5125,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-08T01:28:20Z,5,cleaning,operation_data,IB1703,on-time
,5126,5126,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-08T11:05:20Z,45,fueling,operation_data,IB1703,delayed
,5127,5127,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-08T09:03:20Z,41,baggage,operation_data,IB1703,on-time
,5128,5128,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-08T06:44:20Z,45,catering,operation_data,IB1703,on-time
,5129,5129,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-07T17:01:20Z,34,boarding,operation_data,IB1703,delayed
,5130,5130,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-07T15:39:20Z,31,disembark,operation_data,IB7374,delayed
,5131,5131,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-08T06:29:20Z,40,cleaning,operation_data,IB7374,on-time
,5132,5132,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-07T13:58:20Z,48,fueling,operation_data,IB7374,on-time
,5133,5133,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-08T05:43:20Z,12,baggage,operation_data,IB7374,on-time
,5134,5134,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-07T16:32:20Z,21,catering,operation_data,IB7374,delayed
,5135,5135,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-07T22:38:20Z,45,boarding,operation_data,IB7374,on-time
,5136,5136,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-08T05:53:20Z,32,disembark,operation_data,IB1950,on-time
,5137,5137,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-07T21:54:20Z,18,cleaning,operation_data,IB1950,on-time
,5138,5138,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-07T18:50:20Z,14,fueling,operation_data,IB1950,on-time
,5139,5139,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-07T16:37:20Z,24,baggage,operation_data,IB1950,on-time
,5140,5140,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-08T09:03:20Z,26,catering,operation_data,IB1950,on-time
,5141,5141,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-08T08:28:20Z,20,boarding,operation_data,IB1950,on-time
,5142,5142,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-07T19:42:20Z,21,disembark,operation_data,IB2773,on-time
,5143,5143,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-07T22:28:20Z,6,cleaning,operation_data,IB2773,on-time
,5144,5144,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-08T12:02:20Z,40,fueling,operation_data,IB2773,on-time
,5145,5145,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-07T13:50:20Z,42,baggage,operation_data,IB2773,on-time
,5146,5146,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-08T10:09:20Z,16,catering,operation_data,IB2773,delayed
,5147,5147,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-08T01:44:20Z,34,boarding,operation_data,IB2773,on-time
,5148,5148,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-08T11:35:20Z,42,disembark,operation_data,IB2389,on-time
,5149,5149,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-07T20:55:20Z,40,cleaning,operation_data,IB2389,on-time
,5150,5150,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-08T02:01:20Z,38,fueling,operation_data,IB2389,delayed
,5151,5151,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-07T13:39:20Z,31,baggage,operation_data,IB2389,on-time
,5152,5152,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-08T06:22:20Z,37,catering,operation_data,IB2389,on-time
,5153,5153,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-08T07:44:20Z,48,boarding,operation_data,IB2389,on-time
,5154,5154,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-08T00:59:20Z,22,disembark,operation_data,IB2124,on-time
,5155,5155,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-08T04:32:20Z,43,cleaning,operation_data,IB2124,delayed
,5156,5156,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-08T06:16:20Z,17,fueling,operation_data,IB2124,on-time
,5157,5157,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-08T08:16:20Z,7,baggage,operation_data,IB2124,on-time
,5158,5158,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-07T17:05:20Z,47,catering,operation_data,IB2124,on-time
,5159,5159,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-08T01:02:20Z,31,boarding,operation_data,IB2124,on-time
,5160,5160,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-07T22:57:20Z,6,disembark,operation_data,IB9388,delayed
,5161,5161,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-08T11:20:20Z,16,cleaning,operation_data,IB9388,on-time
,5162,5162,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-08T06:50:20Z,17,fueling,operation_data,IB9388,on-time
,5163,5163,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-07T19:48:20Z,12,baggage,operation_data,IB9388,on-time
,5164,5164,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-08T10:33:20Z,7,catering,operation_data,IB9388,on-time
,5165,5165,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-08T10:21:20Z,39,boarding,operation_data,IB9388,on-time
,5166,5166,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-08T11:50:20Z,24,disembark,operation_data,IB6690,delayed
,5167,5167,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-08T03:59:20Z,21,cleaning,operation_data,IB6690,on-time
,5168,5168,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-08T01:38:20Z,30,fueling,operation_data,IB6690,on-time
,5169,5169,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-08T00:10:20Z,18,baggage,operation_data,IB6690,on-time
,5170,5170,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-07T21:09:20Z,48,catering,operation_data,IB6690,on-time
,5171,5171,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-08T08:22:20Z,20,boarding,operation_data,IB6690,delayed
,5172,5172,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-08T05:24:20Z,23,disembark,operation_data,IB6263,on-time
,5173,5173,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-08T13:08:20Z,48,cleaning,operation_data,IB6263,on-time
,5174,5174,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-08T05:11:20Z,23,fueling,operation_data,IB6263,on-time
,5175,5175,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-07T13:36:20Z,48,baggage,operation_data,IB6263,on-time
,5176,5176,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-08T02:37:20Z,42,catering,operation_data,IB6263,delayed
,5177,5177,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-08T07:57:20Z,10,boarding,operation_data,IB6263,on-time
,5178,5178,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-07T23:29:20Z,35,disembark,operation_data,IB9384,on-time
,5179,5179,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-07T22:59:20Z,49,cleaning,operation_data,IB9384,on-time
,5180,5180,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-08T12:53:20Z,50,fueling,operation_data,IB9384,delayed
,5181,5181,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-08T07:41:20Z,25,baggage,operation_data,IB9384,on-time
,5182,5182,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-08T10:10:20Z,18,catering,operation_data,IB9384,on-time
,5183,5183,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-07T16:48:20Z,42,boarding,operation_data,IB9384,on-time
,5184,5184,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-08T10:08:20Z,7,disembark,operation_data,IB5895,on-time
,5185,5185,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-07T22:32:20Z,35,cleaning,operation_data,IB5895,on-time
,5186,5186,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-07T17:59:20Z,8,fueling,operation_data,IB5895,delayed
,5187,5187,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-08T02:59:20Z,13,baggage,operation_data,IB5895,on-time
,5188,5188,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-08T03:13:20Z,12,catering,operation_data,IB5895,on-time
,5189,5189,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-07T23:24:20Z,49,boarding,operation_data,IB5895,delayed
,5190,5190,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-08T13:28:20Z,48,disembark,operation_data,IB4910,on-time
,5191,5191,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-08T03:40:20Z,37,cleaning,operation_data,IB4910,on-time
,5192,5192,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-08T06:23:20Z,47,fueling,operation_data,IB4910,on-time
,5193,5193,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-07T14:27:20Z,26,baggage,operation_data,IB4910,on-time
,5194,5194,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-07T21:27:20Z,25,catering,operation_data,IB4910,on-time
,5195,5195,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-08T13:21:20Z,28,boarding,operation_data,IB4910,delayed
,5196,5196,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-08T06:17:20Z,14,disembark,operation_data,IB7784,on-time
,5197,5197,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-08T09:20:20Z,31,cleaning,operation_data,IB7784,delayed
,5198,5198,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-08T03:45:20Z,34,fueling,operation_data,IB7784,on-time
,5199,5199,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-07T16:14:20Z,14,baggage,operation_data,IB7784,on-time
,5200,5200,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-08T01:07:20Z,10,catering,operation_data,IB7784,on-time
,5201,5201,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-08T04:58:20Z,24,boarding,operation_data,IB7784,on-time
,5202,5202,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-07T16:14:20Z,18,disembark,operation_data,IB7235,delayed
,5203,5203,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-08T11:04:20Z,37,cleaning,operation_data,IB7235,on-time
,5204,5204,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-07T23:19:20Z,5,fueling,operation_data,IB7235,on-time
,5205,5205,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-08T06:37:20Z,28,baggage,operation_data,IB7235,delayed
,5206,5206,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-07T16:37:20Z,35,catering,operation_data,IB7235,on-time
,5207,5207,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-08T04:32:20Z,5,boarding,operation_data,IB7235,on-time
,5208,5208,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-08T11:57:20Z,29,disembark,operation_data,IB7446,on-time
,5209,5209,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-07T17:03:20Z,5,cleaning,operation_data,IB7446,on-time
,5210,5210,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-07T21:31:20Z,6,fueling,operation_data,IB7446,on-time
,5211,5211,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-08T02:06:20Z,10,baggage,operation_data,IB7446,on-time
,5212,5212,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-07T17:59:20Z,40,catering,operation_data,IB7446,on-time
,5213,5213,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-08T02:10:20Z,26,boarding,operation_data,IB7446,on-time
,5214,5214,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-08T12:46:20Z,26,disembark,operation_data,IB1061,on-time
,5215,5215,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-07T15:48:20Z,24,cleaning,operation_data,IB1061,on-time
,5216,5216,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-07T22:09:20Z,12,fueling,operation_data,IB1061,on-time
,5217,5217,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-07T20:15:20Z,17,baggage,operation_data,IB1061,on-time
,5218,5218,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-07T13:35:20Z,28,catering,operation_data,IB1061,delayed
,5219,5219,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-08T02:34:20Z,10,boarding,operation_data,IB1061,on-time
,5220,5220,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-08T04:08:20Z,9,disembark,operation_data,IB4233,on-time
,5221,5221,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-08T06:57:20Z,43,cleaning,operation_data,IB4233,on-time
,5222,5222,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-07T18:56:20Z,49,fueling,operation_data,IB4233,on-time
,5223,5223,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-08T07:35:20Z,43,baggage,operation_data,IB4233,on-time
,5224,5224,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-07T20:52:20Z,6,catering,operation_data,IB4233,on-time
,5225,5225,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-08T04:56:20Z,18,boarding,operation_data,IB4233,on-time
,5226,5226,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-08T05:28:20Z,21,disembark,operation_data,IB3047,on-time
,5227,5227,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-08T07:53:20Z,6,cleaning,operation_data,IB3047,on-time
,5228,5228,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-07T20:08:20Z,7,fueling,operation_data,IB3047,on-time
,5229,5229,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-07T16:08:20Z,27,baggage,operation_data,IB3047,on-time
,5230,5230,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-07T20:03:20Z,37,catering,operation_data,IB3047,on-time
,5231,5231,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-08T05:16:20Z,7,boarding,operation_data,IB3047,on-time
,5232,5232,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-07T23:44:20Z,17,disembark,operation_data,IB3581,on-time
,5233,5233,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-07T16:16:20Z,27,cleaning,operation_data,IB3581,delayed
,5234,5234,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-07T22:06:20Z,27,fueling,operation_data,IB3581,delayed
,5235,5235,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-07T23:35:20Z,8,baggage,operation_data,IB3581,on-time
,5236,5236,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-08T03:39:20Z,47,catering,operation_data,IB3581,on-time
,5237,5237,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-08T12:11:20Z,7,boarding,operation_data,IB3581,delayed
,5238,5238,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-08T05:53:20Z,8,disembark,operation_data,IB1269,on-time
,5239,5239,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-07T16:59:20Z,34,cleaning,operation_data,IB1269,on-time
,5240,5240,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-07T23:23:20Z,19,fueling,operation_data,IB1269,on-time
,5241,5241,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-08T08:33:20Z,24,baggage,operation_data,IB1269,delayed
,5242,5242,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-07T16:38:20Z,35,catering,operation_data,IB1269,delayed
,5243,5243,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-08T07:25:20Z,18,boarding,operation_data,IB1269,on-time
,5244,5244,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-08T04:45:20Z,34,disembark,operation_data,IB6865,delayed
,5245,5245,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-08T05:53:20Z,21,cleaning,operation_data,IB6865,on-time
,5246,5246,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-08T01:15:20Z,50,fueling,operation_data,IB6865,delayed
,5247,5247,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-08T06:03:20Z,32,baggage,operation_data,IB6865,on-time
,5248,5248,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-08T12:38:20Z,25,catering,operation_data,IB6865,delayed
,5249,5249,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-08T05:17:20Z,15,boarding,operation_data,IB6865,on-time
,5250,5250,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-08T02:04:20Z,46,disembark,operation_data,IB6464,delayed
,5251,5251,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-08T10:38:20Z,10,cleaning,operation_data,IB6464,on-time
,5252,5252,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-07T15:58:20Z,36,fueling,operation_data,IB6464,on-time
,5253,5253,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-07T22:26:20Z,38,baggage,operation_data,IB6464,on-time
,5254,5254,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-08T10:33:20Z,32,catering,operation_data,IB6464,on-time
,5255,5255,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-08T04:35:20Z,25,boarding,operation_data,IB6464,on-time
,5256,5256,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-07T18:09:20Z,41,disembark,operation_data,IB2299,on-time
,5257,5257,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-08T00:40:20Z,27,cleaning,operation_data,IB2299,delayed
,5258,5258,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-07T21:55:20Z,20,fueling,operation_data,IB2299,on-time
,5259,5259,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-07T16:23:20Z,13,baggage,operation_data,IB2299,on-time
,5260,5260,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-07T17:04:20Z,43,catering,operation_data,IB2299,on-time
,5261,5261,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-07T19:29:20Z,36,boarding,operation_data,IB2299,delayed
,5262,5262,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-07T21:58:20Z,11,disembark,operation_data,IB6963,delayed
,5263,5263,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-08T07:43:20Z,50,cleaning,operation_data,IB6963,on-time
,5264,5264,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-07T20:14:20Z,43,fueling,operation_data,IB6963,on-time
,5265,5265,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-07T14:15:20Z,36,baggage,operation_data,IB6963,on-time
,5266,5266,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-07T23:13:20Z,14,catering,operation_data,IB6963,on-time
,5267,5267,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-08T03:23:20Z,35,boarding,operation_data,IB6963,on-time
,5268,5268,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-07T17:07:20Z,20,disembark,operation_data,IB9308,on-time
,5269,5269,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-07T23:58:20Z,44,cleaning,operation_data,IB9308,delayed
,5270,5270,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-07T13:44:20Z,49,fueling,operation_data,IB9308,delayed
,5271,5271,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-08T05:35:20Z,26,baggage,operation_data,IB9308,on-time
,5272,5272,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-07T21:43:20Z,44,catering,operation_data,IB9308,on-time
,5273,5273,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-07T15:18:20Z,39,boarding,operation_data,IB9308,on-time
,5274,5274,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-07T15:01:20Z,13,disembark,operation_data,IB9631,on-time
,5275,5275,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-08T07:01:20Z,35,cleaning,operation_data,IB9631,delayed
,5276,5276,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-07T14:39:20Z,9,fueling,operation_data,IB9631,on-time
,5277,5277,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-08T00:49:20Z,29,baggage,operation_data,IB9631,on-time
,5278,5278,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-08T01:05:20Z,42,catering,operation_data,IB9631,delayed
,5279,5279,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-08T12:35:20Z,15,boarding,operation_data,IB9631,delayed
,5280,5280,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-07T19:09:20Z,42,disembark,operation_data,IB8852,on-time
,5281,5281,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-08T09:31:20Z,49,cleaning,operation_data,IB8852,on-time
,5282,5282,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-08T13:21:20Z,30,fueling,operation_data,IB8852,on-time
,5283,5283,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-07T20:06:20Z,27,baggage,operation_data,IB8852,on-time
,5284,5284,2024-10-25T13:30:20Z,2024-11-24T13:30:20.591Z,2024-11-07T14:26:20Z,16,catering,operation_data,IB8852,delayed
