#group,false,false,true,true,false,false,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,string,string,string,string
#default,mean,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,attraction_id,status
,4249,4249,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T22:58:35Z,69,repair,maintenance_data,AT689,completed
,4250,4250,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T06:42:35Z,42,cleaning,maintenance_data,AT689,pending
,4251,4251,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T17:10:35Z,80,safety_check,maintenance_data,AT689,completed
,4252,4252,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T05:05:35Z,28,software_update,maintenance_data,AT689,completed
,4253,4253,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T09:04:35Z,58,lubrication,maintenance_data,AT689,completed
,4254,4254,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T10:26:35Z,20,inspection,maintenance_data,AT915,pending
,4255,4255,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T02:50:35Z,14,repair,maintenance_data,AT915,pending
,4256,4256,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T14:20:35Z,47,cleaning,maintenance_data,AT915,completed
,4257,4257,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T04:18:35Z,12,safety_check,maintenance_data,AT915,pending
,4258,4258,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T12:49:35Z,16,software_update,maintenance_data,AT915,completed
,4259,4259,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T23:19:35Z,82,lubrication,maintenance_data,AT915,pending
,4260,4260,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T03:06:35Z,82,inspection,maintenance_data,AT912,pending
,4261,4261,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T11:28:35Z,61,repair,maintenance_data,AT912,completed
,4262,4262,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T04:49:35Z,69,cleaning,maintenance_data,AT912,completed
,4263,4263,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T10:03:35Z,63,safety_check,maintenance_data,AT912,completed
,4264,4264,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T10:50:35Z,63,software_update,maintenance_data,AT912,completed
,4265,4265,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T12:54:35Z,13,lubrication,maintenance_data,AT912,completed
,4266,4266,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T09:18:35Z,59,inspection,maintenance_data,AT496,completed
,4267,4267,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T17:37:35Z,61,repair,maintenance_data,AT496,completed
,4268,4268,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T07:37:35Z,61,cleaning,maintenance_data,AT496,pending
,4269,4269,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T15:37:35Z,44,safety_check,maintenance_data,AT496,completed
,4270,4270,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T06:41:35Z,76,software_update,maintenance_data,AT496,pending
,4271,4271,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T20:58:35Z,46,lubrication,maintenance_data,AT496,completed
,4272,4272,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T10:02:35Z,70,inspection,maintenance_data,AT654,completed
,4273,4273,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T04:24:35Z,50,repair,maintenance_data,AT654,completed
,4274,4274,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T02:21:35Z,85,cleaning,maintenance_data,AT654,completed
,4275,4275,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T08:00:35Z,51,safety_check,maintenance_data,AT654,completed
,4276,4276,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-09T00:01:35Z,66,software_update,maintenance_data,AT654,completed
,4277,4277,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T01:33:35Z,31,lubrication,maintenance_data,AT654,completed
,4278,4278,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T19:54:35Z,75,inspection,maintenance_data,AT834,completed
,4279,4279,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T22:03:35Z,80,repair,maintenance_data,AT834,completed
,4280,4280,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T19:35:35Z,36,cleaning,maintenance_data,AT834,pending
,4281,4281,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T20:11:35Z,18,safety_check,maintenance_data,AT834,pending
,4282,4282,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T06:37:35Z,29,software_update,maintenance_data,AT834,pending
,4283,4283,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T11:23:35Z,19,lubrication,maintenance_data,AT834,pending
,4284,4284,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T18:37:35Z,64,inspection,maintenance_data,AT170,completed
,4285,4285,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T07:22:35Z,35,repair,maintenance_data,AT170,completed
,4286,4286,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T15:08:35Z,50,cleaning,maintenance_data,AT170,completed
,4287,4287,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T01:42:35Z,36,safety_check,maintenance_data,AT170,pending
,4288,4288,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T23:30:35Z,26,software_update,maintenance_data,AT170,completed
,4289,4289,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T18:03:35Z,35,lubrication,maintenance_data,AT170,completed
,4290,4290,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T08:11:35Z,26,inspection,maintenance_data,AT560,completed
,4291,4291,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T08:58:35Z,37,repair,maintenance_data,AT560,completed
,4292,4292,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T18:41:35Z,58,cleaning,maintenance_data,AT560,completed
,4293,4293,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T16:29:35Z,38,safety_check,maintenance_data,AT560,pending
,4294,4294,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T01:02:35Z,72,software_update,maintenance_data,AT560,completed
,4295,4295,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T09:21:35Z,79,lubrication,maintenance_data,AT560,completed
,4296,4296,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T01:02:35Z,77,inspection,maintenance_data,AT861,pending
,4297,4297,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-09T00:04:35Z,23,repair,maintenance_data,AT861,completed
,4298,4298,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T22:28:35Z,61,cleaning,maintenance_data,AT861,pending
,4299,4299,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T04:47:35Z,74,safety_check,maintenance_data,AT861,pending
,4300,4300,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T08:07:35Z,26,software_update,maintenance_data,AT861,completed
,4301,4301,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-09T00:28:35Z,42,lubrication,maintenance_data,AT861,pending
,4302,4302,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T10:29:35Z,84,inspection,maintenance_data,AT907,completed
,4303,4303,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T22:24:35Z,44,repair,maintenance_data,AT907,completed
,4304,4304,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T19:09:35Z,75,cleaning,maintenance_data,AT907,completed
,4305,4305,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T06:28:35Z,11,safety_check,maintenance_data,AT907,completed
,4306,4306,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T14:48:35Z,16,software_update,maintenance_data,AT907,completed
,4307,4307,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T20:44:35Z,66,lubrication,maintenance_data,AT907,completed
,4308,4308,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T21:45:35Z,17,inspection,maintenance_data,AT598,completed
,4309,4309,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T17:35:35Z,13,repair,maintenance_data,AT598,completed
,4310,4310,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T13:39:35Z,22,cleaning,maintenance_data,AT598,completed
,4311,4311,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T13:11:35Z,31,safety_check,maintenance_data,AT598,completed
,4312,4312,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T15:42:35Z,19,software_update,maintenance_data,AT598,pending
,4313,4313,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T10:44:35Z,75,lubrication,maintenance_data,AT598,pending
,4314,4314,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T13:04:35Z,65,inspection,maintenance_data,AT471,completed
,4315,4315,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T01:11:35Z,71,repair,maintenance_data,AT471,completed
,4316,4316,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T17:32:35Z,87,cleaning,maintenance_data,AT471,pending
,4317,4317,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T21:09:35Z,67,safety_check,maintenance_data,AT471,completed
,4318,4318,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T18:54:35Z,16,software_update,maintenance_data,AT471,completed
,4319,4319,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T17:21:35Z,37,lubrication,maintenance_data,AT471,pending
,4320,4320,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-07T02:47:35Z,50,inspection,maintenance_data,AT400,pending
,4321,4321,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-07T08:48:35Z,53,repair,maintenance_data,AT400,completed
,4322,4322,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-07T22:51:35Z,58,cleaning,maintenance_data,AT400,completed
,4323,4323,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-07T05:34:35Z,37,safety_check,maintenance_data,AT400,completed
,4324,4324,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-07T00:53:35Z,69,software_update,maintenance_data,AT400,pending
,4325,4325,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-07T06:38:35Z,32,lubrication,maintenance_data,AT400,completed
,4326,4326,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-07T14:49:35Z,83,inspection,maintenance_data,AT112,completed
,4327,4327,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-07T23:12:35Z,65,repair,maintenance_data,AT112,pending
,4328,4328,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-07T13:00:35Z,50,cleaning,maintenance_data,AT112,completed
,4329,4329,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-07T21:19:35Z,68,safety_check,maintenance_data,AT112,completed
,4330,4330,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-07T15:55:35Z,46,software_update,maintenance_data,AT112,completed
,4331,4331,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-07T22:44:35Z,88,lubrication,maintenance_data,AT112,completed
,4332,4332,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-07T23:44:35Z,68,inspection,maintenance_data,AT339,completed
,4333,4333,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-07T22:10:35Z,48,repair,maintenance_data,AT339,completed
,4334,4334,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-07T17:30:35Z,29,cleaning,maintenance_data,AT339,completed
,4335,4335,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-08T00:35:35Z,48,safety_check,maintenance_data,AT339,completed
,4336,4336,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-07T22:14:35Z,68,software_update,maintenance_data,AT339,completed
,4337,4337,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-07T23:06:35Z,45,lubrication,maintenance_data,AT339,completed
,4338,4338,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-07T09:35:35Z,32,inspection,maintenance_data,AT570,pending
,4339,4339,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-07T21:54:35Z,37,repair,maintenance_data,AT570,completed
,4340,4340,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-07T08:04:35Z,40,cleaning,maintenance_data,AT570,completed
,4341,4341,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-07T06:34:35Z,31,safety_check,maintenance_data,AT570,completed
,4342,4342,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-07T19:51:35Z,40,software_update,maintenance_data,AT570,pending
,4343,4343,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-07T20:01:35Z,38,lubrication,maintenance_data,AT570,completed
,4344,4344,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-07T01:09:35Z,15,inspection,maintenance_data,AT172,pending
,4345,4345,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-07T03:46:35Z,73,repair,maintenance_data,AT172,completed
,4346,4346,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-07T04:43:35Z,11,cleaning,maintenance_data,AT172,completed
,4347,4347,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-07T18:13:35Z,39,safety_check,maintenance_data,AT172,completed
,4348,4348,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-07T20:22:35Z,44,software_update,maintenance_data,AT172,completed
,4349,4349,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-07T09:46:35Z,78,lubrication,maintenance_data,AT172,pending
,4350,4350,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-07T15:46:35Z,39,inspection,maintenance_data,AT293,completed
,4351,4351,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-07T15:18:35Z,15,repair,maintenance_data,AT293,completed
,4352,4352,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-07T18:41:35Z,59,cleaning,maintenance_data,AT293,completed
,4353,4353,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-07T20:16:35Z,24,safety_check,maintenance_data,AT293,pending
,4354,4354,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-07T02:39:35Z,61,software_update,maintenance_data,AT293,completed
,4355,4355,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-07T12:31:35Z,75,lubrication,maintenance_data,AT293,pending
,4356,4356,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-07T02:47:35Z,63,inspection,maintenance_data,AT487,completed
,4357,4357,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-07T08:45:35Z,53,repair,maintenance_data,AT487,pending
,4358,4358,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-07T08:29:35Z,66,cleaning,maintenance_data,AT487,completed
,4359,4359,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-07T18:41:35Z,24,safety_check,maintenance_data,AT487,pending
,4360,4360,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-07T04:10:35Z,76,software_update,maintenance_data,AT487,completed
,4361,4361,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-07T00:59:35Z,38,lubrication,maintenance_data,AT487,completed
,4362,4362,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-07T05:59:35Z,86,inspection,maintenance_data,AT873,pending
,4363,4363,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-07T05:02:35Z,13,repair,maintenance_data,AT873,completed
,4364,4364,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-07T01:50:35Z,31,cleaning,maintenance_data,AT873,pending
,4365,4365,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-07T19:49:35Z,46,safety_check,maintenance_data,AT873,pending
,4366,4366,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-07T13:40:35Z,80,software_update,maintenance_data,AT873,completed
,4367,4367,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-07T09:10:35Z,33,lubrication,maintenance_data,AT873,completed
,4368,4368,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-07T07:16:35Z,86,inspection,maintenance_data,AT718,completed
,4369,4369,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-07T17:59:35Z,10,repair,maintenance_data,AT718,pending
,4370,4370,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-07T22:59:35Z,57,cleaning,maintenance_data,AT718,completed
,4371,4371,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-07T11:04:35Z,86,safety_check,maintenance_data,AT718,completed
,4372,4372,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-07T14:15:35Z,69,software_update,maintenance_data,AT718,completed
,4373,4373,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-07T13:36:35Z,10,lubrication,maintenance_data,AT718,pending
,4374,4374,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-07T23:41:35Z,47,inspection,maintenance_data,AT201,completed
,4375,4375,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-07T18:25:35Z,57,repair,maintenance_data,AT201,completed
,4376,4376,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-07T22:48:35Z,36,cleaning,maintenance_data,AT201,completed
,4377,4377,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-07T03:08:35Z,68,safety_check,maintenance_data,AT201,completed
,4378,4378,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-07T16:30:35Z,43,software_update,maintenance_data,AT201,completed
,4379,4379,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-07T13:23:35Z,28,lubrication,maintenance_data,AT201,pending
,4380,4380,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-07T17:24:35Z,37,inspection,maintenance_data,AT797,completed
,4381,4381,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-07T15:34:35Z,18,repair,maintenance_data,AT797,pending
,4382,4382,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-07T10:52:35Z,33,cleaning,maintenance_data,AT797,completed
,4383,4383,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-07T21:13:35Z,44,safety_check,maintenance_data,AT797,completed
,4384,4384,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-07T18:40:35Z,65,software_update,maintenance_data,AT797,completed
,4385,4385,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-07T16:23:35Z,90,lubrication,maintenance_data,AT797,completed
,4386,4386,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-07T05:43:35Z,35,inspection,maintenance_data,AT267,pending
,4387,4387,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-07T18:02:35Z,23,repair,maintenance_data,AT267,pending
,4388,4388,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-07T13:27:35Z,90,cleaning,maintenance_data,AT267,pending
,4389,4389,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-07T16:55:35Z,52,safety_check,maintenance_data,AT267,completed
,4390,4390,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-07T00:53:35Z,62,software_update,maintenance_data,AT267,completed
,4391,4391,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-07T13:47:35Z,77,lubrication,maintenance_data,AT267,completed
,4392,4392,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-07T14:53:35Z,44,inspection,maintenance_data,AT281,completed
,4393,4393,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-07T08:47:35Z,35,repair,maintenance_data,AT281,completed
,4394,4394,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-07T08:48:35Z,52,cleaning,maintenance_data,AT281,completed
,4395,4395,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-07T23:19:35Z,52,safety_check,maintenance_data,AT281,completed
,4396,4396,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-07T22:14:35Z,13,software_update,maintenance_data,AT281,pending
,4397,4397,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-07T21:52:35Z,45,lubrication,maintenance_data,AT281,pending
,4398,4398,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-07T01:07:35Z,54,inspection,maintenance_data,AT179,pending
,4399,4399,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-07T13:24:35Z,16,repair,maintenance_data,AT179,completed
,4400,4400,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-07T18:28:35Z,10,cleaning,maintenance_data,AT179,completed
,4401,4401,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-07T05:06:35Z,58,safety_check,maintenance_data,AT179,completed
,4402,4402,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-07T23:01:35Z,31,software_update,maintenance_data,AT179,completed
,4403,4403,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-07T07:38:35Z,34,lubrication,maintenance_data,AT179,completed
,4404,4404,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-07T14:25:35Z,60,inspection,maintenance_data,AT897,pending
,4405,4405,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-07T13:43:35Z,27,repair,maintenance_data,AT897,completed
,4406,4406,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-07T09:39:35Z,33,cleaning,maintenance_data,AT897,completed
,4407,4407,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-07T19:05:35Z,75,safety_check,maintenance_data,AT897,pending
,4408,4408,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-07T21:27:35Z,89,software_update,maintenance_data,AT897,completed
,4409,4409,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-07T08:15:35Z,54,lubrication,maintenance_data,AT897,completed
,4410,4410,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-07T22:30:35Z,83,inspection,maintenance_data,AT296,completed
,4411,4411,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-07T03:29:35Z,38,repair,maintenance_data,AT296,completed
,4412,4412,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-07T15:37:35Z,64,cleaning,maintenance_data,AT296,completed
,4413,4413,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-07T07:54:35Z,50,safety_check,maintenance_data,AT296,completed
,4414,4414,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-07T03:29:35Z,15,software_update,maintenance_data,AT296,completed
,4415,4415,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-07T00:44:35Z,40,lubrication,maintenance_data,AT296,completed
,4416,4416,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-07T13:58:35Z,60,inspection,maintenance_data,AT563,pending
,4417,4417,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-07T01:35:35Z,31,repair,maintenance_data,AT563,pending
,4418,4418,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-07T01:22:35Z,53,cleaning,maintenance_data,AT563,pending
,4419,4419,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-07T21:31:35Z,72,safety_check,maintenance_data,AT563,completed
,4420,4420,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-07T00:45:35Z,42,software_update,maintenance_data,AT563,pending
,4421,4421,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-07T08:15:35Z,75,lubrication,maintenance_data,AT563,completed
,4422,4422,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-07T01:41:35Z,66,inspection,maintenance_data,AT833,completed
,4423,4423,2024-10-26T00:41:35Z,2024-11-25T00:41:35.064Z,2024-11-07T11:14:35Z,32,repair,maintenance_data,AT833,completed
